input_city|city|country|month|high|low
Budapest|Budapest|Hungary|August|28|17
Budapest|Budapest|Hungary|September|23|13
Budapest|Budapest|Hungary|October|16|8
Budapest|Budapest|Hungary|November|9|4
Budapest|Budapest|Hungary|December|4|0
Cegléd|Cegléd|Hungary|January|3|-4
Cegléd|Cegléd|Hungary|February|5|-3
Cegléd|Cegléd|Hungary|March|11|1
Cegléd|Cegléd|Hungary|April|17|5
Cegléd|Cegléd|Hungary|May|22|10
Cegléd|Cegléd|Hungary|June|26|14
Cegléd|Cegléd|Hungary|July|28|15
Cegléd|Cegléd|Hungary|August|27|14
Cegléd|Cegléd|Hungary|September|22|10
Cegléd|Cegléd|Hungary|October|16|5
Cegléd|Cegléd|Hungary|November|9|1
Cegléd|Cegléd|Hungary|December|3|-3
Celldomolk|Celldömölk|Hungary|January|3|-3
Celldomolk|Celldömölk|Hungary|February|5|-2
Celldomolk|Celldömölk|Hungary|March|11|1
Celldomolk|Celldömölk|Hungary|April|16|5
Celldomolk|Celldömölk|Hungary|May|21|10
Celldomolk|Celldömölk|Hungary|June|25|13
Celldomolk|Celldömölk|Hungary|July|27|15
Celldomolk|Celldömölk|Hungary|August|26|14
Celldomolk|Celldömölk|Hungary|September|21|11
Celldomolk|Celldömölk|Hungary|October|16|6
Celldomolk|Celldömölk|Hungary|November|9|2
Celldomolk|Celldömölk|Hungary|December|4|-2
Csongrad|Csongrád|Hungary|January|3|-4
Csongrad|Csongrád|Hungary|February|5|-3
Csongrad|Csongrád|Hungary|March|11|1
Csongrad|Csongrád|Hungary|April|17|5
Csongrad|Csongrád|Hungary|May|22|10
Csongrad|Csongrád|Hungary|June|26|14
Csongrad|Csongrád|Hungary|July|28|15
Csongrad|Csongrád|Hungary|August|27|14
Csongrad|Csongrád|Hungary|September|22|10
Csongrad|Csongrád|Hungary|October|16|5
Csongrad|Csongrád|Hungary|November|9|1
Csongrad|Csongrád|Hungary|December|3|-3
Csorna|Csorna|Hungary|January|3|-3
Csorna|Csorna|Hungary|February|6|-1
Csorna|Csorna|Hungary|March|11|1
Csorna|Csorna|Hungary|April|18|6
Csorna|Csorna|Hungary|May|22|10
Csorna|Csorna|Hungary|June|26|14
Csorna|Csorna|Hungary|July|28|15
Csorna|Csorna|Hungary|August|27|15
Csorna|Csorna|Hungary|September|22|11
Csorna|Csorna|Hungary|October|16|6
Csorna|Csorna|Hungary|November|9|2
Csorna|Csorna|Hungary|December|3|-2
Dabas|Dabas|Hungary|January|3|-4
Dabas|Dabas|Hungary|February|5|-3
Dabas|Dabas|Hungary|March|11|1
Dabas|Dabas|Hungary|April|17|5
Dabas|Dabas|Hungary|May|22|10
Dabas|Dabas|Hungary|June|25|13
Dabas|Dabas|Hungary|July|27|15
Dabas|Dabas|Hungary|August|27|15
Dabas|Dabas|Hungary|September|22|10
Dabas|Dabas|Hungary|October|15|5
Dabas|Dabas|Hungary|November|8|1
Dabas|Dabas|Hungary|December|3|-3
Debrecen|Debrecen|Hungary|January|2|-4
Debrecen|Debrecen|Hungary|February|5|-3
Debrecen|Debrecen|Hungary|March|11|1
Debrecen|Debrecen|Hungary|April|17|6
Debrecen|Debrecen|Hungary|May|22|11
Debrecen|Debrecen|Hungary|June|25|14
Debrecen|Debrecen|Hungary|July|27|15
Debrecen|Debrecen|Hungary|August|27|15
Debrecen|Debrecen|Hungary|September|22|11
Debrecen|Debrecen|Hungary|October|16|6
Debrecen|Debrecen|Hungary|November|9|1
Debrecen|Debrecen|Hungary|December|3|-2
Dombovar|Dombóvár|Hungary|January|5|-3
Dombovar|Dombóvár|Hungary|February|7|-2
Dombovar|Dombóvár|Hungary|March|12|2
Dombovar|Dombóvár|Hungary|April|18|5
Dombovar|Dombóvár|Hungary|May|22|10
Dombovar|Dombóvár|Hungary|June|25|13
Dombovar|Dombóvár|Hungary|July|28|15
Dombovar|Dombóvár|Hungary|August|28|14
Dombovar|Dombóvár|Hungary|September|22|10
Dombovar|Dombóvár|Hungary|October|16|5
Dombovar|Dombóvár|Hungary|November|10|2
Dombovar|Dombóvár|Hungary|December|5|-2
Dorog|Dorog|Hungary|January|3|-2
Dorog|Dorog|Hungary|February|6|0
Dorog|Dorog|Hungary|March|11|3
Dorog|Dorog|Hungary|April|17|8
Dorog|Dorog|Hungary|May|23|12
Dorog|Dorog|Hungary|June|26|15
Dorog|Dorog|Hungary|July|28|17
Dorog|Dorog|Hungary|August|28|17
Dorog|Dorog|Hungary|September|23|13
Dorog|Dorog|Hungary|October|16|8
Dorog|Dorog|Hungary|November|9|4
Dorog|Dorog|Hungary|December|4|0
Dunaharaszti|Dunaharaszti|Hungary|January|3|-3
Dunaharaszti|Dunaharaszti|Hungary|February|5|-2
Dunaharaszti|Dunaharaszti|Hungary|March|11|2
Dunaharaszti|Dunaharaszti|Hungary|April|17|6
Dunaharaszti|Dunaharaszti|Hungary|May|22|11
Dunaharaszti|Dunaharaszti|Hungary|June|25|14
Dunaharaszti|Dunaharaszti|Hungary|July|28|16
Dunaharaszti|Dunaharaszti|Hungary|August|27|16
Dunaharaszti|Dunaharaszti|Hungary|September|22|11
Dunaharaszti|Dunaharaszti|Hungary|October|16|6
Dunaharaszti|Dunaharaszti|Hungary|November|8|2
Dunaharaszti|Dunaharaszti|Hungary|December|3|-2
Dunakeszi|Dunakeszi|Hungary|January|3|-2
Dunakeszi|Dunakeszi|Hungary|February|6|0
Dunakeszi|Dunakeszi|Hungary|March|11|3
Dunakeszi|Dunakeszi|Hungary|April|17|8
Dunakeszi|Dunakeszi|Hungary|May|23|12
Dunakeszi|Dunakeszi|Hungary|June|26|15
Dunakeszi|Dunakeszi|Hungary|July|28|17
Dunakeszi|Dunakeszi|Hungary|August|28|17
Dunakeszi|Dunakeszi|Hungary|September|23|13
Dunakeszi|Dunakeszi|Hungary|October|16|8
Dunakeszi|Dunakeszi|Hungary|November|9|4
Dunakeszi|Dunakeszi|Hungary|December|4|0
Dunaújváros|Dunaújváros|Hungary|January|3|-4
Dunaújváros|Dunaújváros|Hungary|February|5|-2
Dunaújváros|Dunaújváros|Hungary|March|12|2
Dunaújváros|Dunaújváros|Hungary|April|18|7
Dunaújváros|Dunaújváros|Hungary|May|22|11
Dunaújváros|Dunaújváros|Hungary|June|26|15
Dunaújváros|Dunaújváros|Hungary|July|28|16
Dunaújváros|Dunaújváros|Hungary|August|27|16
Dunaújváros|Dunaújváros|Hungary|September|22|11
Dunaújváros|Dunaújváros|Hungary|October|16|6
Dunaújváros|Dunaújváros|Hungary|November|10|2
Dunaújváros|Dunaújváros|Hungary|December|3|-2
Eger|Eger|Hungary|January|3|-4
Eger|Eger|Hungary|February|5|-2
Eger|Eger|Hungary|March|11|2
Eger|Eger|Hungary|April|18|7
Eger|Eger|Hungary|May|22|11
Eger|Eger|Hungary|June|26|14
Eger|Eger|Hungary|July|27|16
Eger|Eger|Hungary|August|27|15
Eger|Eger|Hungary|September|22|11
Eger|Eger|Hungary|October|16|7
Eger|Eger|Hungary|November|9|2
Eger|Eger|Hungary|December|3|-3
Érd|Érd|Hungary|January|2|-4
Érd|Érd|Hungary|February|5|-3
Érd|Érd|Hungary|March|11|2
Érd|Érd|Hungary|April|16|5
Érd|Érd|Hungary|May|21|10
Érd|Érd|Hungary|June|24|13
Érd|Érd|Hungary|July|27|15
Érd|Érd|Hungary|August|26|14
Érd|Érd|Hungary|September|22|10
Érd|Érd|Hungary|October|16|5
Érd|Érd|Hungary|November|8|1
Érd|Érd|Hungary|December|4|-2
Esztergom|Esztergom|Hungary|January|3|-3
Esztergom|Esztergom|Hungary|February|5|-2
Esztergom|Esztergom|Hungary|March|12|1
Esztergom|Esztergom|Hungary|April|18|6
Esztergom|Esztergom|Hungary|May|22|10
Esztergom|Esztergom|Hungary|June|26|14
Esztergom|Esztergom|Hungary|July|28|15
Esztergom|Esztergom|Hungary|August|27|14
Esztergom|Esztergom|Hungary|September|22|10
Esztergom|Esztergom|Hungary|October|16|6
Esztergom|Esztergom|Hungary|November|10|3
Esztergom|Esztergom|Hungary|December|3|-2
Gödöllő|Gödöllő|Hungary|January|2|-5
Gödöllő|Gödöllő|Hungary|February|5|-3
Gödöllő|Gödöllő|Hungary|March|10|0
Gödöllő|Gödöllő|Hungary|April|16|5
Gödöllő|Gödöllő|Hungary|May|21|9
Gödöllő|Gödöllő|Hungary|June|24|13
Gödöllő|Gödöllő|Hungary|July|26|15
Gödöllő|Gödöllő|Hungary|August|26|14
Gödöllő|Gödöllő|Hungary|September|21|10
Gödöllő|Gödöllő|Hungary|October|15|5
Gödöllő|Gödöllő|Hungary|November|8|0
Gödöllő|Gödöllő|Hungary|December|3|-3
Gyomro|Gyömrő|Hungary|January|3|-4
Gyomro|Gyömrő|Hungary|February|5|-3
Gyomro|Gyömrő|Hungary|March|11|1
Gyomro|Gyömrő|Hungary|April|17|5
Gyomro|Gyömrő|Hungary|May|22|10
Gyomro|Gyömrő|Hungary|June|25|13
Gyomro|Gyömrő|Hungary|July|27|15
Gyomro|Gyömrő|Hungary|August|27|15
Gyomro|Gyömrő|Hungary|September|22|10
Gyomro|Gyömrő|Hungary|October|15|5
Gyomro|Gyömrő|Hungary|November|8|1
Gyomro|Gyömrő|Hungary|December|3|-3
Gyöngyös|Gyöngyös|Hungary|January|4|0
Gyöngyös|Gyöngyös|Hungary|February|5|0
Gyöngyös|Gyöngyös|Hungary|March|9|4
Gyöngyös|Gyöngyös|Hungary|April|15|8
Gyöngyös|Gyöngyös|Hungary|May|20|13
Gyöngyös|Gyöngyös|Hungary|June|23|16
Gyöngyös|Gyöngyös|Hungary|July|25|18
Gyöngyös|Gyöngyös|Hungary|August|25|18
Gyöngyös|Gyöngyös|Hungary|September|20|14
Gyöngyös|Gyöngyös|Hungary|October|15|10
Gyöngyös|Gyöngyös|Hungary|November|9|5
Gyöngyös|Gyöngyös|Hungary|December|5|1
Győr|Győr|Hungary|January|3|-3
Győr|Győr|Hungary|February|6|-2
Győr|Győr|Hungary|March|11|1
Győr|Győr|Hungary|April|17|5
Győr|Győr|Hungary|May|22|10
Győr|Győr|Hungary|June|25|13
Győr|Győr|Hungary|July|27|15
Győr|Győr|Hungary|August|27|14
Győr|Győr|Hungary|September|22|10
Győr|Győr|Hungary|October|16|6
Győr|Győr|Hungary|November|9|2
Győr|Győr|Hungary|December|4|-2
Gyula|Gyula|Hungary|January|2|-4
Gyula|Gyula|Hungary|February|5|-3
Gyula|Gyula|Hungary|March|12|1
Gyula|Gyula|Hungary|April|18|6
Gyula|Gyula|Hungary|May|23|10
Gyula|Gyula|Hungary|June|26|14
Gyula|Gyula|Hungary|July|28|15
Gyula|Gyula|Hungary|August|28|14
Gyula|Gyula|Hungary|September|23|10
Gyula|Gyula|Hungary|October|17|5
Gyula|Gyula|Hungary|November|9|1
Gyula|Gyula|Hungary|December|3|-2
Hajduszoboszlo|Hajdúszoboszló|Hungary|January|2|-4
Hajduszoboszlo|Hajdúszoboszló|Hungary|February|5|-3
Hajduszoboszlo|Hajdúszoboszló|Hungary|March|11|1
Hajduszoboszlo|Hajdúszoboszló|Hungary|April|17|6
Hajduszoboszlo|Hajdúszoboszló|Hungary|May|22|11
Hajduszoboszlo|Hajdúszoboszló|Hungary|June|25|14
Hajduszoboszlo|Hajdúszoboszló|Hungary|July|27|15
Hajduszoboszlo|Hajdúszoboszló|Hungary|August|27|15
Hajduszoboszlo|Hajdúszoboszló|Hungary|September|22|11
Hajduszoboszlo|Hajdúszoboszló|Hungary|October|16|6
Hajduszoboszlo|Hajdúszoboszló|Hungary|November|9|1
Hajduszoboszlo|Hajdúszoboszló|Hungary|December|3|-2
Hatvan|Hatvan|Hungary|January|4|0
Hatvan|Hatvan|Hungary|February|5|0
Hatvan|Hatvan|Hungary|March|9|4
Hatvan|Hatvan|Hungary|April|15|8
Hatvan|Hatvan|Hungary|May|20|13
Hatvan|Hatvan|Hungary|June|23|16
Hatvan|Hatvan|Hungary|July|25|18
Hatvan|Hatvan|Hungary|August|25|18
Hatvan|Hatvan|Hungary|September|20|14
Hatvan|Hatvan|Hungary|October|15|10
Hatvan|Hatvan|Hungary|November|9|5
Hatvan|Hatvan|Hungary|December|5|1
Hódmezővásárhely|Hódmezővásárhely|Hungary|January|3|-4
Hódmezővásárhely|Hódmezővásárhely|Hungary|February|6|-2
Hódmezővásárhely|Hódmezővásárhely|Hungary|March|12|1
Hódmezővásárhely|Hódmezővásárhely|Hungary|April|18|6
Hódmezővásárhely|Hódmezővásárhely|Hungary|May|23|11
Hódmezővásárhely|Hódmezővásárhely|Hungary|June|26|14
Hódmezővásárhely|Hódmezővásárhely|Hungary|July|28|15
Hódmezővásárhely|Hódmezővásárhely|Hungary|August|28|15
Hódmezővásárhely|Hódmezővásárhely|Hungary|September|23|11
Hódmezővásárhely|Hódmezővásárhely|Hungary|October|17|6
Hódmezővásárhely|Hódmezővásárhely|Hungary|November|10|2
Hódmezővásárhely|Hódmezővásárhely|Hungary|December|4|-2
Isaszeg|Isaszeg|Hungary|January|3|-4
Isaszeg|Isaszeg|Hungary|February|5|-3
Isaszeg|Isaszeg|Hungary|March|11|1
Isaszeg|Isaszeg|Hungary|April|17|5
Isaszeg|Isaszeg|Hungary|May|22|10
Isaszeg|Isaszeg|Hungary|June|25|13
Isaszeg|Isaszeg|Hungary|July|27|15
Isaszeg|Isaszeg|Hungary|August|27|15
Isaszeg|Isaszeg|Hungary|September|22|10
Isaszeg|Isaszeg|Hungary|October|15|5
Isaszeg|Isaszeg|Hungary|November|8|1
Isaszeg|Isaszeg|Hungary|December|3|-3
Jászberény|could not be found|could not be found|could not be found|99|99
Kalocsa|Kalocsa|Hungary|January|4|-4
Kalocsa|Kalocsa|Hungary|February|7|-3
Kalocsa|Kalocsa|Hungary|March|12|0
Kalocsa|Kalocsa|Hungary|April|19|5
Kalocsa|Kalocsa|Hungary|May|23|9
Kalocsa|Kalocsa|Hungary|June|27|13
Kalocsa|Kalocsa|Hungary|July|29|15
Kalocsa|Kalocsa|Hungary|August|29|14
Kalocsa|Kalocsa|Hungary|September|23|10
Kalocsa|Kalocsa|Hungary|October|17|5
Kalocsa|Kalocsa|Hungary|November|10|1
Kalocsa|Kalocsa|Hungary|December|4|-3
Kaposvár|Kaposvár|Hungary|January|5|-3
Kaposvár|Kaposvár|Hungary|February|7|-2
Kaposvár|Kaposvár|Hungary|March|12|2
Kaposvár|Kaposvár|Hungary|April|18|5
Kaposvár|Kaposvár|Hungary|May|22|10
Kaposvár|Kaposvár|Hungary|June|25|13
Kaposvár|Kaposvár|Hungary|July|28|15
Kaposvár|Kaposvár|Hungary|August|28|14
Kaposvár|Kaposvár|Hungary|September|22|10
Kaposvár|Kaposvár|Hungary|October|16|5
Kaposvár|Kaposvár|Hungary|November|10|2
Kaposvár|Kaposvár|Hungary|December|5|-2
Kapuvar|Kapuvár|Hungary|January|4|-3
Kapuvar|Kapuvár|Hungary|February|6|-1
Kapuvar|Kapuvár|Hungary|March|11|2
Kapuvar|Kapuvár|Hungary|April|17|6
Kapuvar|Kapuvár|Hungary|May|21|11
Kapuvar|Kapuvár|Hungary|June|25|14
Kapuvar|Kapuvár|Hungary|July|27|16
Kapuvar|Kapuvár|Hungary|August|26|15
Kapuvar|Kapuvár|Hungary|September|22|12
Kapuvar|Kapuvár|Hungary|October|15|7
Kapuvar|Kapuvár|Hungary|November|9|2
Kapuvar|Kapuvár|Hungary|December|4|-1
Karcag|could not be found|could not be found|could not be found|99|99
Kazincbarcika|Kazincbarcika|Hungary|January|1|-5
Kazincbarcika|Kazincbarcika|Hungary|February|4|-4
Kazincbarcika|Kazincbarcika|Hungary|March|11|0
Kazincbarcika|Kazincbarcika|Hungary|April|17|5
Kazincbarcika|Kazincbarcika|Hungary|May|22|10
Kazincbarcika|Kazincbarcika|Hungary|June|25|13
Kazincbarcika|Kazincbarcika|Hungary|July|27|15
Kazincbarcika|Kazincbarcika|Hungary|August|27|14
Kazincbarcika|Kazincbarcika|Hungary|September|22|10
Kazincbarcika|Kazincbarcika|Hungary|October|15|5
Kazincbarcika|Kazincbarcika|Hungary|November|7|1
Kazincbarcika|Kazincbarcika|Hungary|December|2|-4
Kecskemét|Kecskemét|Hungary|January|3|-4
Kecskemét|Kecskemét|Hungary|February|5|-3
Kecskemét|Kecskemét|Hungary|March|11|1
Kecskemét|Kecskemét|Hungary|April|17|5
Kecskemét|Kecskemét|Hungary|May|22|10
Kecskemét|Kecskemét|Hungary|June|26|14
Kecskemét|Kecskemét|Hungary|July|28|15
Kecskemét|Kecskemét|Hungary|August|27|14
Kecskemét|Kecskemét|Hungary|September|22|10
Kecskemét|Kecskemét|Hungary|October|16|5
Kecskemét|Kecskemét|Hungary|November|9|1
Kecskemét|Kecskemét|Hungary|December|3|-3
Keszthely|Keszthely|Hungary|January|3|-3
Keszthely|Keszthely|Hungary|February|5|-2
Keszthely|Keszthely|Hungary|March|11|2
Keszthely|Keszthely|Hungary|April|16|6
Keszthely|Keszthely|Hungary|May|21|10
Keszthely|Keszthely|Hungary|June|24|13
Keszthely|Keszthely|Hungary|July|26|15
Keszthely|Keszthely|Hungary|August|26|14
Keszthely|Keszthely|Hungary|September|22|11
Keszthely|Keszthely|Hungary|October|16|6
Keszthely|Keszthely|Hungary|November|8|2
Keszthely|Keszthely|Hungary|December|4|-2
Kiskőrös|Kiskőrös|Hungary|January|4|-4
Kiskőrös|Kiskőrös|Hungary|February|7|-3
Kiskőrös|Kiskőrös|Hungary|March|12|0
Kiskőrös|Kiskőrös|Hungary|April|19|5
Kiskőrös|Kiskőrös|Hungary|May|23|9
Kiskőrös|Kiskőrös|Hungary|June|27|13
Kiskőrös|Kiskőrös|Hungary|July|29|15
Kiskőrös|Kiskőrös|Hungary|August|29|14
Kiskőrös|Kiskőrös|Hungary|September|23|10
Kiskőrös|Kiskőrös|Hungary|October|17|5
Kiskőrös|Kiskőrös|Hungary|November|10|1
Kiskőrös|Kiskőrös|Hungary|December|4|-3
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|January|3|-4
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|February|5|-3
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|March|11|1
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|April|17|5
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|May|22|10
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|June|26|14
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|July|28|15
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|August|27|14
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|September|22|10
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|October|16|5
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|November|9|1
Kiskunfélegyháza|Kiskunfélegyháza|Hungary|December|3|-3
Kiskunhalas|could not be found|could not be found|could not be found|99|99
Kiskunlachaza|Kiskunlacháza|Hungary|January|3|-3
Kiskunlachaza|Kiskunlacháza|Hungary|February|5|-2
Kiskunlachaza|Kiskunlacháza|Hungary|March|11|2
Kiskunlachaza|Kiskunlacháza|Hungary|April|17|6
Kiskunlachaza|Kiskunlacháza|Hungary|May|22|11
Kiskunlachaza|Kiskunlacháza|Hungary|June|25|14
Kiskunlachaza|Kiskunlacháza|Hungary|July|28|16
Kiskunlachaza|Kiskunlacháza|Hungary|August|27|16
Kiskunlachaza|Kiskunlacháza|Hungary|September|22|11
Kiskunlachaza|Kiskunlacháza|Hungary|October|16|6
Kiskunlachaza|Kiskunlacháza|Hungary|November|8|2
Kiskunlachaza|Kiskunlacháza|Hungary|December|3|-2
Kisvárda|Kisvárda|Hungary|January|1|-4
Kisvárda|Kisvárda|Hungary|February|4|-3
Kisvárda|Kisvárda|Hungary|March|11|1
Kisvárda|Kisvárda|Hungary|April|18|6
Kisvárda|Kisvárda|Hungary|May|23|11
Kisvárda|Kisvárda|Hungary|June|26|14
Kisvárda|Kisvárda|Hungary|July|28|16
Kisvárda|Kisvárda|Hungary|August|28|15
Kisvárda|Kisvárda|Hungary|September|22|11
Kisvárda|Kisvárda|Hungary|October|16|5
Kisvárda|Kisvárda|Hungary|November|9|1
Kisvárda|Kisvárda|Hungary|December|2|-3
Komárom|Komárom|Hungary|January|3|-4
Komárom|Komárom|Hungary|February|6|-2
Komárom|Komárom|Hungary|March|12|1
Komárom|Komárom|Hungary|April|17|5
Komárom|Komárom|Hungary|May|22|10
Komárom|Komárom|Hungary|June|26|13
Komárom|Komárom|Hungary|July|28|15
Komárom|Komárom|Hungary|August|27|14
Komárom|Komárom|Hungary|September|22|10
Komárom|Komárom|Hungary|October|16|6
Komárom|Komárom|Hungary|November|9|2
Komárom|Komárom|Hungary|December|4|-2
Komló|Komló|Hungary|January|3|-3
Komló|Komló|Hungary|February|6|-1
Komló|Komló|Hungary|March|11|2
Komló|Komló|Hungary|April|17|6
Komló|Komló|Hungary|May|22|11
Komló|Komló|Hungary|June|25|14
Komló|Komló|Hungary|July|27|16
Komló|Komló|Hungary|August|27|16
Komló|Komló|Hungary|September|22|12
Komló|Komló|Hungary|October|16|7
Komló|Komló|Hungary|November|9|2
Komló|Komló|Hungary|December|4|-1
Koszeg|Kőszeg|Hungary|January|2|-4
Koszeg|Kőszeg|Hungary|February|5|-3
Koszeg|Kőszeg|Hungary|March|10|0
Koszeg|Kőszeg|Hungary|April|16|4
Koszeg|Kőszeg|Hungary|May|20|9
Koszeg|Kőszeg|Hungary|June|24|12
Koszeg|Kőszeg|Hungary|July|26|14
Koszeg|Kőszeg|Hungary|August|25|13
Koszeg|Kőszeg|Hungary|September|21|9
Koszeg|Kőszeg|Hungary|October|15|4
Koszeg|Kőszeg|Hungary|November|8|1
Koszeg|Kőszeg|Hungary|December|3|-3
Körmend|Körmend|Hungary|January|3|-4
Körmend|Körmend|Hungary|February|5|-2
Körmend|Körmend|Hungary|March|11|1
Körmend|Körmend|Hungary|April|16|5
Körmend|Körmend|Hungary|May|21|9
Körmend|Körmend|Hungary|June|24|12
Körmend|Körmend|Hungary|July|27|14
Körmend|Körmend|Hungary|August|26|14
Körmend|Körmend|Hungary|September|21|10
Körmend|Körmend|Hungary|October|16|5
Körmend|Körmend|Hungary|November|9|1
Körmend|Körmend|Hungary|December|4|-2
Kunszentmiklos|could not be found|could not be found|could not be found|99|99
Levél|Levél|Hungary|January|3|-3
Levél|Levél|Hungary|February|6|-1
Levél|Levél|Hungary|March|11|1
Levél|Levél|Hungary|April|18|6
Levél|Levél|Hungary|May|22|10
Levél|Levél|Hungary|June|26|14
Levél|Levél|Hungary|July|28|15
Levél|Levél|Hungary|August|27|15
Levél|Levél|Hungary|September|22|11
Levél|Levél|Hungary|October|16|6
Levél|Levél|Hungary|November|9|2
Levél|Levél|Hungary|December|3|-2
Makó|Makó|Hungary|January|3|-3
Makó|Makó|Hungary|February|6|-2
Makó|Makó|Hungary|March|12|1
Makó|Makó|Hungary|April|18|6
Makó|Makó|Hungary|May|23|11
Makó|Makó|Hungary|June|26|14
Makó|Makó|Hungary|July|28|16
Makó|Makó|Hungary|August|28|16
Makó|Makó|Hungary|September|23|12
Makó|Makó|Hungary|October|17|6
Makó|Makó|Hungary|November|9|1
Makó|Makó|Hungary|December|4|-2
Marcali|Marcali|Hungary|January|3|-3
Marcali|Marcali|Hungary|February|5|-2
Marcali|Marcali|Hungary|March|11|2
Marcali|Marcali|Hungary|April|16|6
Marcali|Marcali|Hungary|May|21|10
Marcali|Marcali|Hungary|June|24|13
Marcali|Marcali|Hungary|July|26|15
Marcali|Marcali|Hungary|August|26|14
Marcali|Marcali|Hungary|September|22|11
Marcali|Marcali|Hungary|October|16|6
Marcali|Marcali|Hungary|November|8|2
Marcali|Marcali|Hungary|December|4|-2
Martonvásár|Martonvásár|Hungary|January|3|-4
Martonvásár|Martonvásár|Hungary|February|5|-2
Martonvásár|Martonvásár|Hungary|March|12|2
Martonvásár|Martonvásár|Hungary|April|18|7
Martonvásár|Martonvásár|Hungary|May|22|11
Martonvásár|Martonvásár|Hungary|June|26|15
Martonvásár|Martonvásár|Hungary|July|28|16
Martonvásár|Martonvásár|Hungary|August|27|16
Martonvásár|Martonvásár|Hungary|September|22|11
Martonvásár|Martonvásár|Hungary|October|16|6
Martonvásár|Martonvásár|Hungary|November|10|2
Martonvásár|Martonvásár|Hungary|December|3|-2
Mátészalka|Mátészalka|Hungary|January|1|-5
Mátészalka|Mátészalka|Hungary|February|4|-2
Mátészalka|Mátészalka|Hungary|March|10|2
Mátészalka|Mátészalka|Hungary|April|16|6
Mátészalka|Mátészalka|Hungary|May|22|11
Mátészalka|Mátészalka|Hungary|June|24|14
Mátészalka|Mátészalka|Hungary|July|26|15
Mátészalka|Mátészalka|Hungary|August|26|15
Mátészalka|Mátészalka|Hungary|September|21|11
Mátészalka|Mátészalka|Hungary|October|16|7
Mátészalka|Mátészalka|Hungary|November|8|2
Mátészalka|Mátészalka|Hungary|December|3|-2
Mezőberény|Mezőberény|Hungary|January|2|-4
Mezőberény|Mezőberény|Hungary|February|5|-3
Mezőberény|Mezőberény|Hungary|March|12|1
Mezőberény|Mezőberény|Hungary|April|18|6
Mezőberény|Mezőberény|Hungary|May|23|10
Mezőberény|Mezőberény|Hungary|June|26|14
Mezőberény|Mezőberény|Hungary|July|28|15
Mezőberény|Mezőberény|Hungary|August|28|14
Mezőberény|Mezőberény|Hungary|September|23|10
Mezőberény|Mezőberény|Hungary|October|17|5
Mezőberény|Mezőberény|Hungary|November|9|1
Mezőberény|Mezőberény|Hungary|December|3|-2
Mezőkövesd|Mezőkövesd|Hungary|January|1|-5
Mezőkövesd|Mezőkövesd|Hungary|February|4|-4
Mezőkövesd|Mezőkövesd|Hungary|March|11|0
Mezőkövesd|Mezőkövesd|Hungary|April|17|5
Mezőkövesd|Mezőkövesd|Hungary|May|22|10
Mezőkövesd|Mezőkövesd|Hungary|June|25|13
Mezőkövesd|Mezőkövesd|Hungary|July|27|15
Mezőkövesd|Mezőkövesd|Hungary|August|27|14
Mezőkövesd|Mezőkövesd|Hungary|September|22|10
Mezőkövesd|Mezőkövesd|Hungary|October|15|5
Mezőkövesd|Mezőkövesd|Hungary|November|7|1
Mezőkövesd|Mezőkövesd|Hungary|December|2|-4
Miskolc|Miskolc|Hungary|January|1|-5
Miskolc|Miskolc|Hungary|February|4|-4
Miskolc|Miskolc|Hungary|March|11|0
Miskolc|Miskolc|Hungary|April|17|5
Miskolc|Miskolc|Hungary|May|22|10
Miskolc|Miskolc|Hungary|June|25|13
Miskolc|Miskolc|Hungary|July|27|15
Miskolc|Miskolc|Hungary|August|27|14
Miskolc|Miskolc|Hungary|September|22|10
Miskolc|Miskolc|Hungary|October|15|5
Miskolc|Miskolc|Hungary|November|7|1
Miskolc|Miskolc|Hungary|December|2|-4
Mohacs|Mohács|Hungary|January|4|-2
Mohacs|Mohács|Hungary|February|6|-1
Mohacs|Mohács|Hungary|March|12|3
Mohacs|Mohács|Hungary|April|17|7
Mohacs|Mohács|Hungary|May|22|12
Mohacs|Mohács|Hungary|June|25|15
Mohacs|Mohács|Hungary|July|28|16
Mohacs|Mohács|Hungary|August|28|16
Mohacs|Mohács|Hungary|September|23|12
Mohacs|Mohács|Hungary|October|17|8
Mohacs|Mohács|Hungary|November|10|3
Mohacs|Mohács|Hungary|December|4|-1
Monor|Monor|Hungary|January|3|-4
Monor|Monor|Hungary|February|5|-3
Monor|Monor|Hungary|March|11|1
Monor|Monor|Hungary|April|17|5
Monor|Monor|Hungary|May|22|10
Monor|Monor|Hungary|June|25|13
Monor|Monor|Hungary|July|27|15
Monor|Monor|Hungary|August|27|15
Monor|Monor|Hungary|September|22|10
Monor|Monor|Hungary|October|15|5
Monor|Monor|Hungary|November|8|1
Monor|Monor|Hungary|December|3|-3
